Title,Url,Category,Views,Activity,Replies
Observation of running ROV on bench,https://forum.openrov.com/t/observation-of-running-rov-on-bench/260,Open Talk,180,Jan '13,0
Beaglebone cape seems to not function,https://forum.openrov.com/t/beaglebone-cape-seems-to-not-function/247,Open Talk,1.2k,Jan '13,14
4-wire theter,https://forum.openrov.com/t/4-wire-theter/143,Hardware,899,Jan '13,11
OpenROV #66 under construction,https://forum.openrov.com/t/openrov-66-under-construction/1566,Project and Build Discussion,995,Jan '13,1
Cape board,https://forum.openrov.com/t/cape-board/252,Electronics,312,Jan '13,5
Alternative to Hysol E-90FL ? 3M DP460,https://forum.openrov.com/t/alternative-to-hysol-e-90fl-3m-dp460/256,Open Talk,279,Jan '13,0
Raspberry cape,https://forum.openrov.com/t/raspberry-cape/255,Electronics,426,Jan '13,3
I want to try using this for drown victum recovery,https://forum.openrov.com/t/i-want-to-try-using-this-for-drown-victum-recovery/254,Open Talk,220,Jan '13,1
Happy New Year everyone!,https://forum.openrov.com/t/happy-new-year-everyone/250,Open Talk,250,Jan '13,1
Power Adapter for Testing,https://forum.openrov.com/t/power-adapter-for-testing/248,Open Talk,288,Dec '12,2
New comers,https://forum.openrov.com/t/new-comers/246,Open Talk,248,Dec '12,1
New guy here,https://forum.openrov.com/t/new-guy-here/243,Open Talk,203,Dec '12,3
Understanding the end-cap assembly,https://forum.openrov.com/t/understanding-the-end-cap-assembly/156,Open Talk,446,Dec '12,4
"Putting prop on motor shaft, making a hub",https://forum.openrov.com/t/putting-prop-on-motor-shaft-making-a-hub/240,Open Talk,773,Dec '12,6
Another fix for the end caps in electronics tube being loose,https://forum.openrov.com/t/another-fix-for-the-end-caps-in-electronics-tube-being-loose/238,Open Talk,431,Dec '12,3
This is my,https://forum.openrov.com/t/this-is-my/239,Open Talk,298,Dec '12,2
SCUBA tank for leakage protection…any BEYOND!,https://forum.openrov.com/t/scuba-tank-for-leakage-protection-any-beyond/212,Hardware,321,Dec '12,4
Must it be blue? ;-),https://forum.openrov.com/t/must-it-be-blue/196,Open Talk,303,Dec '12,5
EBS function?,https://forum.openrov.com/t/ebs-function/236,Hardware,518,Dec '12,1
ESC and DC motor,https://forum.openrov.com/t/esc-and-dc-motor/237,Open Talk,546,Dec '12,1
EBS function?,https://forum.openrov.com/t/ebs-function/235,Hardware,354,Dec '12,0
Test tank for openROV,https://forum.openrov.com/t/test-tank-for-openrov/234,Open Talk,252,Dec '12,1
Changes to design,https://forum.openrov.com/t/changes-to-design/231,Open Talk,318,Dec '12,3
Design changes,https://forum.openrov.com/t/design-changes/233,Open Talk,299,Dec '12,2
BeagleBone Cape or Arduino Uno,https://forum.openrov.com/t/beaglebone-cape-or-arduino-uno/223,Electronics,581,Dec '12,5
More changes to design,https://forum.openrov.com/t/more-changes-to-design/232,Open Talk,365,Dec '12,2
Matlab,https://forum.openrov.com/t/matlab/190,Software,903,Dec '12,2
Alternative electronics platform,https://forum.openrov.com/t/alternative-electronics-platform/228,Open Talk,398,Dec '12,2
"Anyone checked out libOpenSea before? Don’t know if it applies, but",https://forum.openrov.com/t/anyone-checked-out-libopensea-before-dont-know-if-it-applies-but/229,Open Talk,284,Dec '12,1
Beaglebone Cape BOM,https://forum.openrov.com/t/beaglebone-cape-bom/225,Open Talk,699,Dec '12,14
Diving problems,https://forum.openrov.com/t/diving-problems/226,Open Talk,1.3k,Dec '12,15
Tip for ESC calibration without arduino or Radio equipment,https://forum.openrov.com/t/tip-for-esc-calibration-without-arduino-or-radio-equipment/224,Electronics,438,Dec '12,2
Installing virtualbox and mounting SD card for mac,https://forum.openrov.com/t/installing-virtualbox-and-mounting-sd-card-for-mac/227,Open Talk,2.3k,Dec '12,2
Open ROV electronics,https://forum.openrov.com/t/open-rov-electronics/45,Electronics,4.5k,Dec '12,68
Support of 3D web camera?,https://forum.openrov.com/t/support-of-3d-web-camera/222,Software,500,Nov '12,2
Waterproofing motors,https://forum.openrov.com/t/waterproofing-motors/142,Open Talk,1.6k,Nov '12,12
Planning for Future Expansion,https://forum.openrov.com/t/planning-for-future-expansion/216,Open Talk,304,Nov '12,4
Traveling with OPENROV TIPS?,https://forum.openrov.com/t/traveling-with-openrov-tips/220,Open Talk,396,Nov '12,5
Twisted pair adaptor ordering information *with discount* (“Energy Transformation Systems” product),https://forum.openrov.com/t/twisted-pair-adaptor-ordering-information-with-discount-energy-transformation-systems-product/179,Electronics,192,Nov '12,3
Directly submerging Liquipel’d PCB?,https://forum.openrov.com/t/directly-submerging-liquipeld-pcb/201,Hardware,590,Nov '12,4
ETA for Kits?,https://forum.openrov.com/t/eta-for-kits/215,Open Talk,159,Nov '12,0
"Cost of Kits, Date I can purchase a kit",https://forum.openrov.com/t/cost-of-kits-date-i-can-purchase-a-kit/174,Open Talk,377,Nov '12,3
Top speed?,https://forum.openrov.com/t/top-speed/213,Open Talk,494,Nov '12,1
Underwater ball compass,https://forum.openrov.com/t/underwater-ball-compass/173,Open Talk,449,Nov '12,6
Acrylic tubing precise measurements?,https://forum.openrov.com/t/acrylic-tubing-precise-measurements/214,Open Talk,209,Nov '12,0
Looking for Arduino Programers,https://forum.openrov.com/t/looking-for-arduino-programers/48,Software,919,Nov '12,4
Water Jets?,https://forum.openrov.com/t/water-jets/209,Open Talk,275,Nov '12,2
Open Robotics University’s website is published,https://forum.openrov.com/t/open-robotics-universitys-website-is-published/210,Open Talk,377,Nov '12,0
How do I activate Electric Speed Controller with Arduino?,https://forum.openrov.com/t/how-do-i-activate-electric-speed-controller-with-arduino/202,Open Talk,12.5k,Nov '12,18
Research Organization,https://forum.openrov.com/t/research-organization/188,Open Talk,320,Nov '12,3
Cpture err: execvp,https://forum.openrov.com/t/cpture-err-execvp/195,Software,518,Nov '12,2
Camera Tilt & LED illumination,https://forum.openrov.com/t/camera-tilt-led-illumination/193,Software,292,Nov '12,1
Availability of the OpenROV Cape,https://forum.openrov.com/t/availability-of-the-openrov-cape/206,Electronics,193,Nov '12,0
Building ROV - Programming Arduino UNO,https://forum.openrov.com/t/building-rov-programming-arduino-uno/204,Open Talk,453,Nov '12,2
Attaching Delta V15 Props,https://forum.openrov.com/t/attaching-delta-v15-props/203,Open Talk,805,Nov '12,5
Video 4 Linux Interface,https://forum.openrov.com/t/video-4-linux-interface/163,Software,457,Nov '12,2
Sharing Data,https://forum.openrov.com/t/sharing-data/166,Open Talk,305,Nov '12,3
How to Attach Delta-V 15 Rotor?,https://forum.openrov.com/t/how-to-attach-delta-v-15-rotor/194,Open Talk,326,Nov '12,6
BeagleBone vs. Raspberry Pi,https://forum.openrov.com/t/beaglebone-vs-raspberry-pi/178,Electronics,433,Nov '12,2
Arduino Board for a Stopwatch based circuit,https://forum.openrov.com/t/arduino-board-for-a-stopwatch-based-circuit/183,Electronics,549,Nov '12,3
Urgent question! Do Bilge Pumps need ESC?,https://forum.openrov.com/t/urgent-question-do-bilge-pumps-need-esc/197,Open Talk,1.1k,Nov '12,11
Motor Discount,https://forum.openrov.com/t/motor-discount/198,Open Talk,269,Nov '12,1
Wireless Controlling w/ Minion,https://forum.openrov.com/t/wireless-controlling-w-minion/199,Hardware,486,Nov '12,0
Pre-dive Planning Checklist,https://forum.openrov.com/t/pre-dive-planning-checklist/191,Open Talk,765,Oct '12,2
"Battery Pack - Rechargeabe D? 10,000MAh",https://forum.openrov.com/t/battery-pack-rechargeabe-d-10-000mah/192,Open Talk,551,Oct '12,12
Motor Still current?,https://forum.openrov.com/t/motor-still-current/189,Open Talk,394,Oct '12,2
Cape hardware design change still possible?,https://forum.openrov.com/t/cape-hardware-design-change-still-possible/186,Electronics,390,Oct '12,5
Fiber optic tethers - fiber converters,https://forum.openrov.com/t/fiber-optic-tethers-fiber-converters/187,Hardware,723,Oct '12,3
Build Blog online,https://forum.openrov.com/t/build-blog-online/121,Open Talk,555,Oct '12,7
Reference scale for laser cutting,https://forum.openrov.com/t/reference-scale-for-laser-cutting/176,Open Talk,420,Oct '12,6
LiMnNi Rechargeable Cell in a C Battery Form Factor,https://forum.openrov.com/t/limnni-rechargeable-cell-in-a-c-battery-form-factor/185,Open Talk,662,Oct '12,3
How can i buy the body (frame ) of this openrov Submarine in cairo?,https://forum.openrov.com/t/how-can-i-buy-the-body-frame-of-this-openrov-submarine-in-cairo/181,Open Talk,364,Oct '12,4
Does camera need a corrective lens?,https://forum.openrov.com/t/does-camera-need-a-corrective-lens/122,Electronics,927,Oct '12,8
Building the ArduSwimmer cape,https://forum.openrov.com/t/building-the-arduswimmer-cape/116,Electronics,482,Oct '12,10
Buying Ethernet to single twisted pair adapters from Europe - anyone interested?,https://forum.openrov.com/t/buying-ethernet-to-single-twisted-pair-adapters-from-europe-anyone-interested/148,Open Talk,160,Oct '12,7
Spam on OPENROV,https://forum.openrov.com/t/spam-on-openrov/172,Open Talk,352,Oct '12,7
Propeller,https://forum.openrov.com/t/propeller/170,Open Talk,270,Sep '12,1
RaspberryPI IO extension,https://forum.openrov.com/t/raspberrypi-io-extension/141,Electronics,408,Sep '12,7
Fiberoptic Optic Tether Repost,https://forum.openrov.com/t/fiberoptic-optic-tether-repost/171,Hardware,639,Sep '12,0
Thruster layout,https://forum.openrov.com/t/thruster-layout/80,Open Talk,3.5k,Sep '12,14
Camera connection,https://forum.openrov.com/t/camera-connection/168,Electronics,468,Sep '12,2
Remote Robotic science,https://forum.openrov.com/t/remote-robotic-science/165,Open Talk,348,Sep '12,1
Camera details and some suggestions of Tethers,https://forum.openrov.com/t/camera-details-and-some-suggestions-of-tethers/46,Electronics,902,Sep '12,19
Tether Update - Decision for Kickstarter Backers,https://forum.openrov.com/t/tether-update-decision-for-kickstarter-backers/164,Hardware,1.3k,Sep '12,12
Source for battery cap covers?,https://forum.openrov.com/t/source-for-battery-cap-covers/157,Open Talk,425,Sep '12,4
Ponoko building files,https://forum.openrov.com/t/ponoko-building-files/167,Open Talk,560,Sep '12,6
非常漂亮的设计，我非常想也试着做一台这样的rov,https://forum.openrov.com/t/rov/40,Open Talk,194,Sep '12,1
Communications,https://forum.openrov.com/t/communications/89,Open Talk,443,Sep '12,3
Which part to cut from which material,https://forum.openrov.com/t/which-part-to-cut-from-which-material/158,Open Talk,166,Sep '12,7
3d ROV animations - cinematic style missions,https://forum.openrov.com/t/3d-rov-animations-cinematic-style-missions/51,Open Talk,315,Sep '12,1
Heat bending without a Heat strip bender,https://forum.openrov.com/t/heat-bending-without-a-heat-strip-bender/113,Open Talk,2.5k,Sep '12,20
MIT course on ROVs,https://forum.openrov.com/t/mit-course-on-rovs/159,Open Talk,466,Sep '12,0
Cat5e as a tether - initial test results + leaks through tether,https://forum.openrov.com/t/cat5e-as-a-tether-initial-test-results-leaks-through-tether/155,Hardware,808,Aug '12,5
Where to connect the 5v from the power circuit,https://forum.openrov.com/t/where-to-connect-the-5v-from-the-power-circuit/154,Open Talk,227,Aug '12,1
OpenROV software running! … mostly,https://forum.openrov.com/t/openrov-software-running-mostly/146,Software,349,Aug '12,4
OpenROV in Sketchup,https://forum.openrov.com/t/openrov-in-sketchup/153,Open Talk,1.0k,Aug '12,0
Digispark,https://forum.openrov.com/t/digispark/152,Electronics,307,Aug '12,0
About the potential thrusters entanglement,https://forum.openrov.com/t/about-the-potential-thrusters-entanglement/101,Open Talk,352,Aug '12,3
Ethernet to single twisted pair adapter?,https://forum.openrov.com/t/ethernet-to-single-twisted-pair-adapter/147,Open Talk,558,Aug '12,1
Variations on the OpenROV,https://forum.openrov.com/t/variations-on-the-openrov/59,Open Talk,1.0k,Aug '12,15
General questions,https://forum.openrov.com/t/general-questions/145,Open Talk,379,Aug '12,1
Pressure Gauge,https://forum.openrov.com/t/pressure-gauge/124,Open Talk,1.8k,Aug '12,28
Impeller mounting,https://forum.openrov.com/t/impeller-mounting/112,Open Talk,1.1k,Aug '12,16
Battery Pack,https://forum.openrov.com/t/battery-pack/67,Open Talk,548,Aug '12,5
Raspberry Pi,https://forum.openrov.com/t/raspberry-pi/95,Electronics,736,Aug '12,2
Beagle Bone Software Installation,https://forum.openrov.com/t/beagle-bone-software-installation/140,Software,661,Aug '12,6
Google Groups,https://forum.openrov.com/t/google-groups/139,Open Talk,299,Aug '12,1
Servo on electronics chassis,https://forum.openrov.com/t/servo-on-electronics-chassis/137,Open Talk,262,Aug '12,1
Small round pieces from laser cut,https://forum.openrov.com/t/small-round-pieces-from-laser-cut/128,Open Talk,248,Aug '12,6
Congrats and Intro,https://forum.openrov.com/t/congrats-and-intro/132,Open Talk,249,Aug '12,1
Auxiliary propulsion booster idea,https://forum.openrov.com/t/auxiliary-propulsion-booster-idea/127,Open Talk,342,Aug '12,1
End Cap detail,https://forum.openrov.com/t/end-cap-detail/135,Open Talk,139,Aug '12,0
Current development branch node.js code doesn’t work with latest express module (fixed),https://forum.openrov.com/t/current-development-branch-node-js-code-doesnt-work-with-latest-express-module-fixed/134,Software,146,Aug '12,0
Error with Openrov software on running,https://forum.openrov.com/t/error-with-openrov-software-on-running/130,Software,344,Aug '12,4
Congratulations for the funding,https://forum.openrov.com/t/congratulations-for-the-funding/131,Open Talk,184,Aug '12,0
Ffmpeg fails to install,https://forum.openrov.com/t/ffmpeg-fails-to-install/126,Software,487,Jul '12,2
Old #38 – The FreeCAD variation,https://forum.openrov.com/t/old-38-the-freecad-variation/104,Open Talk,823,Jul '12,12
Ability to take still shots using camera?,https://forum.openrov.com/t/ability-to-take-still-shots-using-camera/123,Software,319,Jul '12,1
Local Meetups and Build Nights,https://forum.openrov.com/t/local-meetups-and-build-nights/96,Open Talk,613,Jul '12,17
Powering the motors,https://forum.openrov.com/t/powering-the-motors/125,Software,338,Jul '12,0
Oil compensation of electrical and motor housings,https://forum.openrov.com/t/oil-compensation-of-electrical-and-motor-housings/56,Hardware,2.4k,Jul '12,7
Anyone cutting the development branch?,https://forum.openrov.com/t/anyone-cutting-the-development-branch/120,Open Talk,315,Jul '12,2
ESCs and propellers,https://forum.openrov.com/t/escs-and-propellers/119,Open Talk,320,Jul '12,0
Build log for OpenROV #054 - Cutting the acrylic and get node running,https://forum.openrov.com/t/build-log-for-openrov-054-cutting-the-acrylic-and-get-node-running/117,Project and Build Discussion,1.0k,Jul '12,4
iPhone/iPad App,https://forum.openrov.com/t/iphone-ipad-app/98,Software,1.3k,Jul '12,6
Arduino Cape PCB (ArduSwimmer),https://forum.openrov.com/t/arduino-cape-pcb-arduswimmer/66,Electronics,807,Jul '12,3
Step conversion of the development hardware branch on github,https://forum.openrov.com/t/step-conversion-of-the-development-hardware-branch-on-github/111,Open Talk,218,Jul '12,0
Google Sketchup,https://forum.openrov.com/t/google-sketchup/107,Open Talk,411,Jul '12,1
Stuff id like to see,https://forum.openrov.com/t/stuff-id-like-to-see/108,Open Talk,220,Jul '12,0
Architecture of the software,https://forum.openrov.com/t/architecture-of-the-software/84,Software,596,Jul '12,2
Bill of materials for the electronics,https://forum.openrov.com/t/bill-of-materials-for-the-electronics/99,Open Talk,403,Jul '12,3
Lighting,https://forum.openrov.com/t/lighting/82,Electronics,840,Jul '12,7
"Cetaceans, tubercles, electronics protection, leaks and propylene glycol",https://forum.openrov.com/t/cetaceans-tubercles-electronics-protection-leaks-and-propylene-glycol/90,Open Talk,192,Jul '12,3
Helpful hints and tips,https://forum.openrov.com/t/helpful-hints-and-tips/29,Hardware,407,Jul '12,4
Caps for the electronics bottle?,https://forum.openrov.com/t/caps-for-the-electronics-bottle/75,Open Talk,322,Jul '12,2
How will the OpenROV position and depth will be reported?,https://forum.openrov.com/t/how-will-the-openrov-position-and-depth-will-be-reported/72,Hardware,721,Jul '12,5
Gerenal questions about tethers,https://forum.openrov.com/t/gerenal-questions-about-tethers/44,Hardware,1.0k,Jul '12,6
Electronics and Battery housing build,https://forum.openrov.com/t/electronics-and-battery-housing-build/63,Open Talk,544,Jul '12,8
