name,url,,,
[SOLVED] Camera wire jumper,https://forum.openrov.com/t/solved-camera-wire-jumper/3962,3,899,"
             2016-02-24 04:47:46 UTC
           "
More Servos on the ROV,https://forum.openrov.com/t/more-servos-on-the-rov/3932,4,1.1k,"
             2016-02-17 16:28:22 UTC
           "
Two for Two. Replaced Beagleboard with new and then stops working,https://forum.openrov.com/t/two-for-two-replaced-beagleboard-with-new-and-then-stops-working/3847,6,1.5k,"
             2016-01-28 20:34:31 UTC
           "
How does the board manage reverse direction?,https://forum.openrov.com/t/how-does-the-board-manage-reverse-direction/3858,1,821,"
             2016-02-01 20:25:12 UTC
           "
OpenROV IMU/Compass/Depth Module_,https://forum.openrov.com/t/openrov-imu-compass-depth-module/3825,0,867,"
             2016-01-25 19:33:38 UTC
           "
Short range wire based energy supply,https://forum.openrov.com/t/short-range-wire-based-energy-supply/3665,3,1.3k,"
             2015-12-07 12:17:16 UTC
           "
IMU sensor on new ROV,https://forum.openrov.com/t/imu-sensor-on-new-rov/3437,5,1.8k,"
             2015-10-02 11:43:04 UTC
           "
Connecting to a different ROV?,https://forum.openrov.com/t/connecting-to-a-different-rov/3776,2,1.2k,"
             2016-01-14 21:46:45 UTC
           "
SOG (speed) wich is?,https://forum.openrov.com/t/sog-speed-wich-is/3725,2,1.1k,"
             2015-12-30 15:44:36 UTC
           "
Troubleshooting: Get voltage to the onboard Tenda,https://forum.openrov.com/t/troubleshooting-get-voltage-to-the-onboard-tenda/3693,2,892,"
             2015-12-19 22:19:33 UTC
           "
IMU is dead and only port side LEDS working,https://forum.openrov.com/t/imu-is-dead-and-only-port-side-leds-working/3581,29,3.3k,"
             2015-11-07 05:10:56 UTC
           "
Power distribution circuit,https://forum.openrov.com/t/power-distribution-circuit/3630,0,897,"
             2015-11-25 09:35:59 UTC
           "
Rugged depth sensor,https://forum.openrov.com/t/rugged-depth-sensor/3595,1,919,"
             2015-11-11 21:08:15 UTC
           "
How to clean the motors?,https://forum.openrov.com/t/how-to-clean-the-motors/3576,1,944,"
             2015-11-03 15:12:14 UTC
           "
LiFePO4 Battery from All-Battery,https://forum.openrov.com/t/lifepo4-battery-from-all-battery/3558,1,985,"
             2015-10-30 18:50:54 UTC
           "
Optimal external power source,https://forum.openrov.com/t/optimal-external-power-source/3549,1,1.1k,"
             2015-10-29 12:12:06 UTC
           "
Extract IMU data and Transects,https://forum.openrov.com/t/extract-imu-data-and-transects/3551,0,823,"
             2015-10-30 01:40:37 UTC
           "
Where to connect a water ingress alarm?,https://forum.openrov.com/t/where-to-connect-a-water-ingress-alarm/3541,5,861,"
             2015-10-26 14:01:00 UTC
           "
Why is my battery monitor wrong?,https://forum.openrov.com/t/why-is-my-battery-monitor-wrong/3518,3,774,"
             2015-10-21 20:47:27 UTC
           "
Canêt find version 30.0.3,https://forum.openrov.com/t/cant-find-version-30-0-3/3523,1,966,"
             2015-10-22 13:19:25 UTC
           "
Is there battery drain when computer is disconnected?,https://forum.openrov.com/t/is-there-battery-drain-when-computer-is-disconnected/3419,3,1.0k,"
             2015-09-29 16:00:41 UTC
           "
Current and voltage via tether,https://forum.openrov.com/t/current-and-voltage-via-tether/3473,0,700,"
             2015-10-10 12:42:01 UTC
           "
Reversing the new ESCs - what am I doing wrong?,https://forum.openrov.com/t/reversing-the-new-escs-what-am-i-doing-wrong/3454,13,2.7k,"
             2015-10-05 23:30:20 UTC
           "
Beaglebone and Arduino,https://forum.openrov.com/t/beaglebone-and-arduino/3451,1,883,"
             2015-10-05 18:18:46 UTC
           "
What USB camera might we want in the next OpenROV Kit or AddOn,https://forum.openrov.com/t/what-usb-camera-might-we-want-in-the-next-openrov-kit-or-addon/2294,22,7.2k,"
             2015-02-19 01:04:38 UTC
           "
IMU tilt position,https://forum.openrov.com/t/imu-tilt-position/3417,1,808,"
             2015-09-29 11:38:50 UTC
           "
BeagleBone Black,https://forum.openrov.com/t/beaglebone-black/3305,4,1.3k,"
             2015-09-15 01:19:51 UTC
           "
Remote control the rov,https://forum.openrov.com/t/remote-control-the-rov/3347,2,1.0k,"
             2015-09-19 10:07:24 UTC
           "
[Solved] Controller Board 2.7 power problem,https://forum.openrov.com/t/solved-controller-board-2-7-power-problem/3243,0,992,"
             2015-08-28 12:07:06 UTC
           "
USB power reg for topside,https://forum.openrov.com/t/usb-power-reg-for-topside/3238,2,1.0k,"
             2015-08-27 08:12:17 UTC
           "
Measuring distances/spatial orientation,https://forum.openrov.com/t/measuring-distances-spatial-orientation/211,4,1.0k,"
             2012-11-20 20:43:44 UTC
           "
AV Video Camera,https://forum.openrov.com/t/av-video-camera/3168,0,699,"
             2015-08-07 20:17:00 UTC
           "
RPi-Cam-Web-Interface,https://forum.openrov.com/t/rpi-cam-web-interface/3138,5,2.9k,"
             2015-07-30 23:11:42 UTC
           "
12V output from board,https://forum.openrov.com/t/12v-output-from-board/3141,11,1.4k,"
             2015-07-31 22:06:18 UTC
           "
Use OpenROV electronics without video?,https://forum.openrov.com/t/use-openrov-electronics-without-video/3118,4,930,"
             2015-07-27 01:06:11 UTC
           "
Fix Servo buzzing programmatically,https://forum.openrov.com/t/fix-servo-buzzing-programmatically/3059,3,3.8k,"
             2015-07-11 22:11:08 UTC
           "
Beagle Bone does not power up consitently,https://forum.openrov.com/t/beagle-bone-does-not-power-up-consitently/2929,8,3.0k,"
             2015-06-10 17:36:22 UTC
           "
Cannot see •settingsê and •softwareê menus in cockpit,https://forum.openrov.com/t/cannot-see-settings-and-software-menus-in-cockpit/3017,3,690,"
             2015-07-03 13:03:24 UTC
           "
2 servos and a potted camera,https://forum.openrov.com/t/2-servos-and-a-potted-camera/3009,0,644,"
             2015-06-30 19:39:20 UTC
           "
GUI displays zero volts?,https://forum.openrov.com/t/gui-displays-zero-volts/2986,3,811,"
             2015-06-24 18:59:36 UTC
           "
Steps to setup an external servo on a 2.7?,https://forum.openrov.com/t/steps-to-setup-an-external-servo-on-a-2-7/2860,7,1.2k,"
             2015-05-21 20:16:33 UTC
           "
"OpenROV 2.7, Bad ESC?",https://forum.openrov.com/t/openrov-2-7-bad-esc/2880,5,1.6k,"
             2015-05-27 00:46:25 UTC
           "
Thermal Imaging,https://forum.openrov.com/t/thermal-imaging/2876,4,1.2k,"
             2015-05-26 02:29:46 UTC
           "
Depth and Heading/IMU sensor board!,https://forum.openrov.com/t/depth-and-heading-imu-sensor-board/509,34,3.4k,"
             2013-07-23 00:29:54 UTC
           "
–Unsupported software” after update to new software on BBB,https://forum.openrov.com/t/unsupported-software-after-update-to-new-software-on-bbb/2711,16,1.8k,"
             2015-04-12 22:05:34 UTC
           "
Specification of the new imu/depthsensor,https://forum.openrov.com/t/specification-of-the-new-imu-depthsensor/2804,4,1.0k,"
             2015-05-08 17:35:18 UTC
           "
Using OpenROV image with BeagleBone only?,https://forum.openrov.com/t/using-openrov-image-with-beaglebone-only/2800,4,1.1k,"
             2015-05-06 13:59:17 UTC
           "
Battery exploded on charger,https://forum.openrov.com/t/battery-exploded-on-charger/2797,4,1.2k,"
             2015-05-06 04:22:29 UTC
           "
Why do my batteries in the port side keep heating up?,https://forum.openrov.com/t/why-do-my-batteries-in-the-port-side-keep-heating-up/2786,3,818,"
             2015-05-02 18:48:29 UTC
           "
Alternative wire robot-surface proposal,https://forum.openrov.com/t/alternative-wire-robot-surface-proposal/2743,4,1.6k,"
             2015-04-18 14:24:25 UTC
           "
OpenRov controller board issue,https://forum.openrov.com/t/openrov-controller-board-issue/834,8,2.0k,"
             2014-03-01 18:39:42 UTC
           "
Connection of the ESC1 Esc2 Esc3 to the servo output controller board,https://forum.openrov.com/t/connection-of-the-esc1-esc2-esc3-to-the-servo-output-controller-board/2690,1,769,"
             2015-04-07 14:42:29 UTC
           "
HiTec Servo Lock Ups,https://forum.openrov.com/t/hitec-servo-lock-ups/2669,0,736,"
             2015-04-02 20:31:45 UTC
           "
Trustfire batteries shut down when turning,https://forum.openrov.com/t/trustfire-batteries-shut-down-when-turning/2665,2,725,"
             2015-04-01 20:18:51 UTC
           "
OpenROV support > 3 thrusters?,https://forum.openrov.com/t/openrov-support-3-thrusters/2436,5,1.3k,"
             2015-03-02 20:43:16 UTC
           "
6 extra grey wires (TP20-TP25) 2.7 build add-ons,https://forum.openrov.com/t/6-extra-grey-wires-tp20-tp25-2-7-build-add-ons/2110,10,1.5k,"
             2015-01-20 01:25:35 UTC
           "
Beaglebone Reliability,https://forum.openrov.com/t/beaglebone-reliability/2300,7,1.5k,"
             2015-02-19 04:37:30 UTC
           "
3v3 HomePlug Voltage supply,https://forum.openrov.com/t/3v3-homeplug-voltage-supply/2378,3,718,"
             2015-02-27 16:06:40 UTC
           "
Open-source-ish high quality camera from Olympus - possible future ROV camera?,https://forum.openrov.com/t/open-source-ish-high-quality-camera-from-olympus-possible-future-rov-camera/2439,0,1.3k,"
             2015-03-02 23:46:03 UTC
           "
LED array light issues,https://forum.openrov.com/t/led-array-light-issues/2296,6,959,"
             2015-02-19 01:34:51 UTC
           "
Compass Calibration,https://forum.openrov.com/t/compass-calibration/2293,1,1.0k,"
             2015-02-19 00:08:33 UTC
           "
Safety of charging LIPO / LIFE batteries?,https://forum.openrov.com/t/safety-of-charging-lipo-life-batteries/1108,3,721,"
             2014-07-17 09:12:33 UTC
           "
What is the best –gamepad” type controller?,https://forum.openrov.com/t/what-is-the-best-gamepad-type-controller/2198,0,638,"
             2015-02-06 01:16:49 UTC
           "
12V power on v2.6,https://forum.openrov.com/t/12v-power-on-v2-6/2179,4,779,"
             2015-02-04 21:42:45 UTC
           "
"Rov offline,",https://forum.openrov.com/t/rov-offline/1376,5,1.8k,"
             2015-01-02 21:41:52 UTC
           "
Gamepads Compatibilities for a ASUS laptop with Windows 8.1 (OpenROV 2.7),https://forum.openrov.com/t/gamepads-compatibilities-for-a-asus-laptop-with-windows-8-1-openrov-2-7/1388,1,626,"
             2015-01-13 16:48:57 UTC
           "
IMU/Depth Sensor is not working,https://forum.openrov.com/t/imu-depth-sensor-is-not-working/1385,2,1.2k,"
             2015-01-10 09:34:25 UTC
           "
Copyrights on the Openrov electronics,https://forum.openrov.com/t/copyrights-on-the-openrov-electronics/852,1,556,"
             2014-03-08 23:04:59 UTC
           "
Trustfire batteries shutting down at high current draw,https://forum.openrov.com/t/trustfire-batteries-shutting-down-at-high-current-draw/2133,1,636,"
             2015-01-30 02:49:14 UTC
           "
[solved] Max volts the main board can handle,https://forum.openrov.com/t/solved-max-volts-the-main-board-can-handle/2124,3,915,"
             2015-01-24 23:59:39 UTC
           "
Tenda Homeplug adapter P200 vs. P1000,https://forum.openrov.com/t/tenda-homeplug-adapter-p200-vs-p1000/1381,1,1.7k,"
             2015-01-08 08:40:12 UTC
           "
OpenROV Controller Board Rev2.6,https://forum.openrov.com/t/openrov-controller-board-rev2-6/1375,10,1.3k,"
             2015-01-02 03:38:34 UTC
           "
Compass of IMU module giving same values in all 3 directions,https://forum.openrov.com/t/compass-of-imu-module-giving-same-values-in-all-3-directions/1373,0,462,"
             2014-12-31 05:45:05 UTC
           "
Stuck on first power up,https://forum.openrov.com/t/stuck-on-first-power-up/1323,4,567,"
             2014-11-19 22:30:21 UTC
           "
Using NI myRIO and LabVIEW with the 2.6 OpenROV Controller Board,https://forum.openrov.com/t/using-ni-myrio-and-labview-with-the-2-6-openrov-controller-board/1253,1,1.2k,"
             2014-10-22 23:58:00 UTC
           "
Endcap left over glue,https://forum.openrov.com/t/endcap-left-over-glue/1236,1,479,"
             2014-10-11 04:59:08 UTC
           "
BeagleBone White vs. Black,https://forum.openrov.com/t/beaglebone-white-vs-black/1223,2,2.0k,"
             2014-10-03 13:46:37 UTC
           "
ROV shutting down/crashing mid-dive: 2.5 with beta software,https://forum.openrov.com/t/rov-shutting-down-crashing-mid-dive-2-5-with-beta-software/964,7,655,"
             2014-05-05 03:04:12 UTC
           "
Controller board v2.6 issue and leds,https://forum.openrov.com/t/controller-board-v2-6-issue-and-leds/1156,8,790,"
             2014-08-19 01:08:16 UTC
           "
Compact Arduino Mega on kickstarter might be good for Small ROVês,https://forum.openrov.com/t/compact-arduino-mega-on-kickstarter-might-be-good-for-small-rovs/1159,3,871,"
             2014-08-19 16:25:03 UTC
           "
Board wonêt boot up (only LED1 is green),https://forum.openrov.com/t/board-wont-boot-up-only-led1-is-green/1137,2,534,"
             2014-08-10 02:52:56 UTC
           "
V2 Tenda Homeplug Adapter,https://forum.openrov.com/t/v2-tenda-homeplug-adapter/855,2,736,"
             2014-03-10 16:45:53 UTC
           "
Trim camera?,https://forum.openrov.com/t/trim-camera/1125,1,399,"
             2014-08-01 15:19:49 UTC
           "
Using HD video encoded natively by webcam over tether?,https://forum.openrov.com/t/using-hd-video-encoded-natively-by-webcam-over-tether/1119,1,336,"
             2014-07-26 20:25:56 UTC
           "
Trouble With ESCês Upon Start Up,https://forum.openrov.com/t/trouble-with-escs-upon-start-up/1113,2,482,"
             2014-07-22 18:06:57 UTC
           "
Camera,https://forum.openrov.com/t/camera/1109,0,377,"
             2014-07-17 23:46:31 UTC
           "
Electronics Documentation and FAQ,https://forum.openrov.com/t/electronics-documentation-and-faq/1085,4,557,"
             2014-07-07 03:03:47 UTC
           "
OpenROV v2.6 Kit containsOpenROV IMU/Depth Module?,https://forum.openrov.com/t/openrov-v2-6-kit-containsopenrov-imu-depth-module/1083,2,284,"
             2014-07-06 05:11:53 UTC
           "
Communication to rov from computer,https://forum.openrov.com/t/communication-to-rov-from-computer/1047,15,1.0k,"
             2014-06-12 04:36:05 UTC
           "
[solved] Controller Board 2.5,https://forum.openrov.com/t/solved-controller-board-2-5/629,5,541,"
             2013-11-14 13:06:13 UTC
           "
Acoustic Trigger and ballast jettison?,https://forum.openrov.com/t/acoustic-trigger-and-ballast-jettison/833,1,502,"
             2014-02-28 01:38:01 UTC
           "
